1576080345639 2019_12_11_10_05_45_639 2.734449 0.478300  0.000014786
2019_12_11_10_06_05_953 1576080365953 20314 20266 114 57.4528  
2019_12_11_10_06_05_962 1576080365962 20323 20275 152 75.7777  
2019_12_11_10_06_05_963 1576080365963 20324 20276 249 122.748  
2019_12_11_10_06_05_988 1576080365988 20349 20301 207 102.376  
2019_12_11_10_06_06_056 1576080366056 20417 20369 567 278.684  
2019_12_11_10_06_06_090 1576080366090 20451 20403 326 160.232  
2019_12_11_10_06_06_122 1576080366122 20483 20435 2668 1384.09  
2019_12_11_10_06_06_137 1576080366137 20498 20450 380 186.624  
2019_12_11_10_06_06_143 1576080366143 20504 20456 490 240.651  
2019_12_11_10_06_06_156 1576080366156 20517 20469 380 186.624  
2019_12_11_10_06_06_177 1576080366177 20538 20490 414 203.285  
2019_12_11_10_06_06_219 1576080366219 20580 20532 132 66.1277  
2019_12_11_10_06_06_300 1576080366300 20661 20613 155 77.2262  
2019_12_11_10_06_06_341 1576080366341 20702 20653 554 272.251  
2019_12_11_10_06_06_415 1576080366415 20776 20727 232 114.496  
2019_12_11_10_06_06_689 1576080366689 21050 21001 693 341.297  
2019_12_11_10_06_06_690 1576080366690 21051 21002 800 394.837  
2019_12_11_10_06_06_691 1576080366691 21052 21003 241 118.864  
2019_12_11_10_06_06_691 1576080366691 21052 21003 1687 851.706  
2019_12_11_10_06_06_691 1576080366691 21052 21003 94 47.8253  
2019_12_11_10_06_06_692 1576080366692 21053 21004 167 83.0229  
2019_12_11_10_06_06_692 1576080366692 21053 21004 495 243.116  
2019_12_11_10_06_06_692 1576080366692 21053 21004 801 395.339  
2019_12_11_10_06_06_692 1576080366692 21053 21004 367 180.262  
2019_12_11_10_06_06_692 1576080366692 21053 21004 103 52.1562  
2019_12_11_10_06_06_692 1576080366692 21053 21004 362 177.817  
2019_12_11_10_06_06_692 1576080366692 21053 21004 318 156.329  
2019_12_11_10_06_06_755 1576080366755 21116 21067 467 229.325  
2019_12_11_10_06_06_805 1576080366805 21166 21117 1659 836.929  
2019_12_11_10_06_06_817 1576080366817 21178 21129 1186 590.796  
2019_12_11_10_06_06_837 1576080366837 21198 21148 455 223.422  
2019_12_11_10_06_06_845 1576080366845 21206 21156 280 137.818  
2019_12_11_10_06_06_858 1576080366858 21219 21169 228 112.555  
2019_12_11_10_06_06_876 1576080366876 21237 21187 121 60.8252  
2019_12_11_10_06_06_928 1576080366928 21289 21239 309 151.941  
2019_12_11_10_06_06_957 1576080366957 21318 21268 404 198.381  
2019_12_11_10_06_06_978 1576080366978 21339 21289 202 99.9544  
2019_12_11_10_06_07_007 1576080367007 21368 21318 93 47.3442  
2019_12_11_10_06_07_009 1576080367009 21370 21320 533 261.869  
2019_12_11_10_06_07_016 1576080367016 21377 21327 647 318.384  
2019_12_11_10_06_07_017 1576080367017 21378 21328 1046 519.214  
2019_12_11_10_06_07_021 1576080367021 21382 21332 136 68.0567  
2019_12_11_10_06_07_125 1576080367125 21486 21436 386 189.561  
2019_12_11_10_06_07_148 1576080367148 21509 21459 316 155.354  
2019_12_11_10_06_07_153 1576080367153 21514 21464 437 214.575  
2019_12_11_10_06_07_179 1576080367179 21540 21490 548 269.283  
2019_12_11_10_06_07_202 1576080367202 21563 21513 727 358.273  
2019_12_11_10_06_07_203 1576080367203 21564 21514 74 38.2096  
2019_12_11_10_06_07_209 1576080367209 21570 21519 4095 2209.31  
2019_12_11_10_06_07_244 1576080367244 21605 21554 677 333.32  
2019_12_11_10_06_07_284 1576080367284 21645 21594 786 387.813  
2019_12_11_10_06_07_286 1576080367286 21647 21596 1036 514.123  
2019_12_11_10_06_07_367 1576080367367 21728 21677 4095 2209.31  
2019_12_11_10_06_07_410 1576080367410 21771 21720 1295 646.929  
2019_12_11_10_06_07_441 1576080367441 21802 21751 619 304.467  
2019_12_11_10_06_07_452 1576080367452 21813 21762 1040 516.159  
2019_12_11_10_06_07_482 1576080367482 21843 21792 498 244.595  
2019_12_11_10_06_07_532 1576080367532 21893 21842 592 291.07  
2019_12_11_10_06_07_537 1576080367537 21898 21847 442 217.032  
2019_12_11_10_06_07_626 1576080367626 21987 21936 212 104.799  
2019_12_11_10_06_07_665 1576080367665 22026 21975 890 440.133  
2019_12_11_10_06_07_675 1576080367675 22036 21985 4095 2209.31  
2019_12_11_10_06_07_703 1576080367703 22064 22013 441 216.54  
2019_12_11_10_06_07_738 1576080367738 22099 22048 258 127.12  
2019_12_11_10_06_07_740 1576080367740 22101 22050 1922 976.647  
2019_12_11_10_06_07_749 1576080367749 22110 22058 238 117.407  
2019_12_11_10_06_07_771 1576080367771 22132 22080 642 315.897  
2019_12_11_10_06_07_838 1576080367838 22199 22147 117 58.898  
2019_12_11_10_06_07_863 1576080367863 22224 22172 500 245.581  
2019_12_11_10_06_07_900 1576080367900 22261 22209 309 151.941  
2019_12_11_10_06_07_906 1576080367906 22267 22215 115 57.9345  
2019_12_11_10_06_07_915 1576080367915 22276 22224 614 301.985  
2019_12_11_10_06_07_923 1576080367923 22284 22232 460 225.881  
2019_12_11_10_06_07_926 1576080367926 22287 22235 151 75.2949  
2019_12_11_10_06_07_937 1576080367937 22298 22246 226 111.585  
2019_12_11_10_06_07_938 1576080367938 22299 22247 391 192.01  
2019_12_11_10_06_07_944 1576080367944 22305 22253 141 70.4687  
2019_12_11_10_06_07_975 1576080367975 22336 22284 151 75.2949  
2019_12_11_10_06_08_050 1576080368050 22411 22359 69 35.8075  
2019_12_11_10_06_08_072 1576080368072 22433 22381 770 379.792  
2019_12_11_10_06_08_171 1576080368171 22532 22480 764 376.786  
2019_12_11_10_06_08_187 1576080368187 22548 22496 2488 1284.27  
2019_12_11_10_06_08_190 1576080368190 22551 22498 147 73.3641  
2019_12_11_10_06_08_196 1576080368196 22557 22504 670 329.833  
2019_12_11_10_06_08_235 1576080368235 22596 22543 189 93.6613  
2019_12_11_10_06_08_320 1576080368320 22681 22628 441 216.54  
2019_12_11_10_06_08_379 1576080368379 22740 22687 159 79.1579  
2019_12_11_10_06_08_395 1576080368395 22756 22703 252 124.205  
2019_12_11_10_06_08_413 1576080368413 22774 22721 269 132.467  
2019_12_11_10_06_08_416 1576080368416 22777 22724 445 218.506  
2019_12_11_10_06_08_438 1576080368438 22799 22746 361 177.328  
2019_12_11_10_06_08_459 1576080368459 22820 22767 243 119.834  
2019_12_11_10_06_08_473 1576080368473 22834 22781 284 139.764  
2019_12_11_10_06_08_737 1576080368737 23098 23045 297 146.094  
2019_12_11_10_06_08_738 1576080368738 23099 23046 115 57.9345  
2019_12_11_10_06_08_739 1576080368739 23100 23047 303 149.017  
2019_12_11_10_06_08_739 1576080368739 23100 23047 243 119.834  
2019_12_11_10_06_08_739 1576080368739 23100 23047 439 215.558  
2019_12_11_10_06_08_739 1576080368739 23100 23047 323 158.768  
2019_12_11_10_06_08_740 1576080368740 23101 23047 317 155.841  
2019_12_11_10_06_08_740 1576080368740 23101 23047 2471 1274.89  
2019_12_11_10_06_08_740 1576080368740 23101 23047 142 70.9512  
2019_12_11_10_06_08_740 1576080368740 23101 23047 180 89.3075  
2019_12_11_10_06_08_740 1576080368740 23101 23047 2520 1301.95  
2019_12_11_10_06_08_768 1576080368768 23129 23075 1814 919.024  
2019_12_11_10_06_08_790 1576080368790 23151 23097 379 186.134  
2019_12_11_10_06_08_805 1576080368805 23166 23112 283 139.278  
2019_12_11_10_06_08_812 1576080368812 23173 23119 396 194.46  
2019_12_11_10_06_08_818 1576080368818 23179 23125 672 330.829  
2019_12_11_10_06_08_940 1576080368940 23301 23247 427 209.664  
2019_12_11_10_06_08_964 1576080368964 23325 23271 470 230.802  
2019_12_11_10_06_08_990 1576080368990 23351 23297 331 162.672  
2019_12_11_10_06_08_996 1576080368996 23357 23303 636 312.914  
2019_12_11_10_06_09_009 1576080369009 23370 23316 894 442.152  
2019_12_11_10_06_09_065 1576080369065 23426 23372 437 214.575  
2019_12_11_10_06_09_092 1576080369092 23453 23399 268 131.981  
2019_12_11_10_06_09_094 1576080369094 23455 23400 1415 709.133  
2019_12_11_10_06_09_124 1576080369124 23485 23430 259 127.606  
2019_12_11_10_06_09_179 1576080369179 23540 23485 303 149.017  
2019_12_11_10_06_09_210 1576080369210 23571 23516 286 140.738  
2019_12_11_10_06_09_233 1576080369233 23594 23539 580 285.122  
2019_12_11_10_06_09_241 1576080369241 23602 23547 394 193.48  
2019_12_11_10_06_09_258 1576080369258 23619 23564 446 218.997  
2019_12_11_10_06_09_264 1576080369264 23625 23570 170 84.4728  
2019_12_11_10_06_09_301 1576080369301 23662 23607 1820 922.217  
2019_12_11_10_06_09_308 1576080369308 23669 23614 127 63.717  
2019_12_11_10_06_09_368 1576080369368 23729 23674 74 38.2096  
2019_12_11_10_06_09_388 1576080369388 23749 23694 224 110.616  
2019_12_11_10_06_09_390 1576080369390 23751 23696 235 115.951  
2019_12_11_10_06_09_409 1576080369409 23770 23715 318 156.329  
2019_12_11_10_06_09_418 1576080369418 23779 23724 271 133.44  
2019_12_11_10_06_09_421 1576080369421 23782 23727 235 115.951  
2019_12_11_10_06_09_441 1576080369441 23802 23747 2429 1251.76  
2019_12_11_10_06_09_465 1576080369465 23826 23771 196 97.0493  
2019_12_11_10_06_09_468 1576080369468 23829 23773 1761 890.873  
2019_12_11_10_06_09_514 1576080369514 23875 23819 260 128.092  
2019_12_11_10_06_09_530 1576080369530 23891 23835 146 72.8814  
2019_12_11_10_06_09_551 1576080369551 23912 23856 1358 679.533  
2019_12_11_10_06_09_555 1576080369555 23916 23860 538 264.339  
2019_12_11_10_06_09_557 1576080369557 23918 23862 171 84.9561  
2019_12_11_10_06_09_571 1576080369571 23932 23876 204 100.923  
2019_12_11_10_06_09_588 1576080369588 23949 23893 383 188.092  
2019_12_11_10_06_09_589 1576080369589 23950 23894 270 132.953  
2019_12_11_10_06_09_590 1576080369590 23951 23895 180 89.3075  
2019_12_11_10_06_09_591 1576080369591 23952 23896 220 108.676  
2019_12_11_10_06_09_592 1576080369592 23953 23897 368 180.751  
2019_12_11_10_06_09_604 1576080369604 23965 23909 901 445.686  
2019_12_11_10_06_09_625 1576080369625 23986 23930 236 116.437  
2019_12_11_10_06_09_639 1576080369639 24000 23944 174 86.4063  
2019_12_11_10_06_09_643 1576080369643 24004 23948 326 160.232  
2019_12_11_10_06_09_697 1576080369697 24058 24002 917 453.769  
2019_12_11_10_06_09_712 1576080369712 24073 24016 288 141.711  
2019_12_11_10_06_09_732 1576080369732 24093 24036 2067 1054.55  
2019_12_11_10_06_09_840 1576080369840 24201 24144 725 357.274  
2019_12_11_10_06_09_841 1576080369841 24202 24145 524 257.423  
2019_12_11_10_06_09_865 1576080369865 24226 24169 521 255.942  
2019_12_11_10_06_09_875 1576080369875 24236 24179 386 189.561  
2019_12_11_10_06_09_880 1576080369880 24241 24184 1108 550.843  
2019_12_11_10_06_09_899 1576080369899 24260 24203 178 88.3403  
2019_12_11_10_06_09_905 1576080369905 24266 24209 2748 1428.76  
2019_12_11_10_06_09_911 1576080369911 24272 24215 905 447.706  
2019_12_11_10_06_09_935 1576080369935 24296 24239 613 301.488  
2019_12_11_10_06_10_035 1576080370035 24396 24339 64 33.4062  
2019_12_11_10_06_10_054 1576080370054 24415 24358 516 253.474  
2019_12_11_10_06_10_154 1576080370154 24515 24458 1012 501.917  
2019_12_11_10_06_10_179 1576080370179 24540 24483 406 199.361  
2019_12_11_10_06_10_266 1576080370266 24627 24570 261 128.578  
2019_12_11_10_06_10_308 1576080370308 24669 24612 275 135.385  
2019_12_11_10_06_10_318 1576080370318 24679 24621 161 80.124  
2019_12_11_10_06_10_347 1576080370347 24708 24650 533 261.869  
2019_12_11_10_06_10_378 1576080370378 24739 24681 314 154.378  
2019_12_11_10_06_10_424 1576080370424 24785 24727 447 219.489  
2019_12_11_10_06_10_442 1576080370442 24803 24745 848 418.965  
2019_12_11_10_06_10_785 1576080370785 25146 25088 337 165.601  
2019_12_11_10_06_10_786 1576080370786 25147 25089 111 56.0079  
2019_12_11_10_06_10_787 1576080370787 25148 25090 179 88.8239  
2019_12_11_10_06_10_787 1576080370787 25148 25090 725 357.274  
2019_12_11_10_06_10_787 1576080370787 25148 25090 137 68.5391  
2019_12_11_10_06_10_787 1576080370787 25148 25090 369 181.24  
2019_12_11_10_06_10_787 1576080370787 25148 25090 367 180.262  
2019_12_11_10_06_10_787 1576080370787 25148 25090 225 111.1  
2019_12_11_10_06_10_788 1576080370788 25149 25091 442 217.032  
2019_12_11_10_06_10_841 1576080370841 25202 25144 266 131.008  
2019_12_11_10_06_10_855 1576080370855 25216 25158 393 192.99  
2019_12_11_10_06_10_867 1576080370867 25228 25170 183 90.7585  
2019_12_11_10_06_10_873 1576080370873 25234 25175 534 262.363  
2019_12_11_10_06_10_884 1576080370884 25245 25186 499 245.088  
2019_12_11_10_06_10_915 1576080370915 25276 25217 201 99.4701  
2019_12_11_10_06_10_920 1576080370920 25281 25222 70 36.2879  
2019_12_11_10_06_10_923 1576080370923 25284 25225 1951 992.178  
2019_12_11_10_06_10_940 1576080370940 25301 25242 190 94.1452  
2019_12_11_10_06_10_942 1576080370942 25303 25244 1072 532.464  
2019_12_11_10_06_10_944 1576080370944 25305 25246 2658 1378.52  
2019_12_11_10_06_10_988 1576080370988 25349 25290 1453 728.92  
2019_12_11_10_06_11_002 1576080371002 25363 25304 130 65.1633  
2019_12_11_10_06_11_051 1576080371051 25412 25353 396 194.46  
2019_12_11_10_06_11_063 1576080371063 25424 25365 1977 1006.12  
2019_12_11_10_06_11_070 1576080371070 25431 25372 2271 1165.21  
2019_12_11_10_06_11_088 1576080371088 25449 25390 1337 668.652  
2019_12_11_10_06_11_162 1576080371162 25523 25464 103 52.1562  
2019_12_11_10_06_11_209 1576080371209 25570 25511 918 454.274  
2019_12_11_10_06_11_223 1576080371223 25584 25525 1504 755.543  
2019_12_11_10_06_11_242 1576080371242 25603 25543 86 43.9776  
2019_12_11_10_06_11_247 1576080371247 25608 25548 245 120.805  
2019_12_11_10_06_11_258 1576080371258 25619 25559 356 174.883  
2019_12_11_10_06_11_275 1576080371275 25636 25576 792 390.823  
2019_12_11_10_06_11_296 1576080371296 25657 25597 523 256.93  
2019_12_11_10_06_11_348 1576080371348 25709 25649 406 199.361  
2019_12_11_10_06_11_357 1576080371357 25718 25658 3192 1680.12  
2019_12_11_10_06_11_366 1576080371366 25727 25667 391 192.01  
2019_12_11_10_06_11_385 1576080371385 25746 25686 394 193.48  
2019_12_11_10_06_11_388 1576080371388 25749 25689 238 117.407  
2019_12_11_10_06_11_455 1576080371455 25816 25756 333 163.648  
2019_12_11_10_06_11_464 1576080371464 25825 25765 466 228.833  
2019_12_11_10_06_11_505 1576080371505 25866 25806 1997 1016.87  
2019_12_11_10_06_11_610 1576080371610 25971 25911 673 331.327  
2019_12_11_10_06_11_643 1576080371643 26004 25944 397 194.95  
2019_12_11_10_06_11_681 1576080371681 26042 25982 241 118.864  
2019_12_11_10_06_11_722 1576080371722 26083 26023 142 70.9512  
2019_12_11_10_06_11_736 1576080371736 26097 26037 2109 1077.23  
2019_12_11_10_06_11_754 1576080371754 26115 26054 220 108.676  
2019_12_11_10_06_11_784 1576080371784 26145 26084 454 222.93  
2019_12_11_10_06_11_796 1576080371796 26157 26096 868 429.039  
2019_12_11_10_06_11_871 1576080371871 26232 26171 475 233.263  
2019_12_11_10_06_11_941 1576080371941 26302 26241 1594 802.713  
2019_12_11_10_06_11_955 1576080371955 26316 26255 107 54.0818  
2019_12_11_10_06_11_966 1576080371966 26327 26266 236 116.437  
2019_12_11_10_06_11_996 1576080371996 26357 26296 493 242.13  
2019_12_11_10_06_12_004 1576080372004 26365 26304 56 29.5656  
2019_12_11_10_06_12_096 1576080372096 26457 26396 1061 526.855  
2019_12_11_10_06_12_106 1576080372106 26467 26406 915 452.758  
2019_12_11_10_06_12_136 1576080372136 26497 26436 331 162.672  
2019_12_11_10_06_12_147 1576080372147 26508 26447 2467 1272.69  
2019_12_11_10_06_12_148 1576080372148 26509 26448 2623 1359.04  
2019_12_11_10_06_12_160 1576080372160 26521 26460 271 133.44  
2019_12_11_10_06_12_164 1576080372164 26525 26464 1017 504.458  
2019_12_11_10_06_12_191 1576080372191 26552 26491 360 176.839  
2019_12_11_10_06_12_196 1576080372196 26557 26495 455 223.422  
2019_12_11_10_06_12_206 1576080372206 26567 26505 859 424.504  
2019_12_11_10_06_12_229 1576080372229 26590 26528 1051 521.76  
2019_12_11_10_06_12_237 1576080372237 26598 26536 366 179.773  
2019_12_11_10_06_12_264 1576080372264 26625 26563 734 361.773  
2019_12_11_10_06_12_278 1576080372278 26639 26577 64 33.4062  
2019_12_11_10_06_12_312 1576080372312 26673 26611 204 100.923  
2019_12_11_10_06_12_316 1576080372316 26677 26615 1016 503.95  
2019_12_11_10_06_12_375 1576080372375 26736 26674 327 160.72  
2019_12_11_10_06_12_395 1576080372395 26756 26694 1728 873.387  
2019_12_11_10_06_12_396 1576080372396 26757 26695 645 317.389  
2019_12_11_10_06_12_417 1576080372417 26778 26716 117 58.898  
2019_12_11_10_06_12_421 1576080372421 26782 26720 1409 706.013  
2019_12_11_10_06_12_431 1576080372431 26792 26730 174 86.4063  
2019_12_11_10_06_12_476 1576080372476 26837 26775 1587 799.035  
2019_12_11_10_06_12_487 1576080372487 26848 26786 640 314.903  
2019_12_11_10_06_12_499 1576080372499 26860 26798 230 113.526  
2019_12_11_10_06_12_513 1576080372513 26874 26811 375 184.176  
2019_12_11_10_06_12_514 1576080372514 26875 26812 232 114.496  
2019_12_11_10_06_12_525 1576080372525 26886 26823 302 148.53  
2019_12_11_10_06_12_526 1576080372526 26887 26824 399 195.93  
2019_12_11_10_06_12_543 1576080372543 26904 26841 130 65.1633  
2019_12_11_10_06_12_555 1576080372555 26916 26853 499 245.088  
2019_12_11_10_06_12_833 1576080372833 27194 27131 755 372.279  
2019_12_11_10_06_12_834 1576080372834 27195 27132 694 341.796  
2019_12_11_10_06_12_835 1576080372835 27196 27133 660 324.853  
2019_12_11_10_06_12_835 1576080372835 27196 27133 285 140.251  
2019_12_11_10_06_12_835 1576080372835 27196 27133 647 318.384  
2019_12_11_10_06_12_835 1576080372835 27196 27133 1473 739.351  
2019_12_11_10_06_12_835 1576080372835 27196 27133 185 91.726  
2019_12_11_10_06_12_835 1576080372835 27196 27133 395 193.97  
2019_12_11_10_06_12_835 1576080372835 27196 27133 112 56.4895  
2019_12_11_10_06_12_835 1576080372835 27196 27133 363 178.306  
2019_12_11_10_06_12_836 1576080372836 27197 27134 147 73.3641  
2019_12_11_10_06_12_836 1576080372836 27197 27133 386 189.561  
2019_12_11_10_06_12_837 1576080372837 27198 27134 2049 1044.85  
2019_12_11_10_06_12_853 1576080372853 27214 27150 190 94.1452  
2019_12_11_10_06_12_862 1576080372862 27223 27159 1795 908.923  
2019_12_11_10_06_12_879 1576080372879 27240 27176 404 198.381  
2019_12_11_10_06_12_880 1576080372880 27241 27177 678 333.819  
2019_12_11_10_06_12_913 1576080372913 27274 27210 169 83.9894  
2019_12_11_10_06_12_923 1576080372923 27284 27220 217 107.222  
2019_12_11_10_06_12_928 1576080372928 27289 27225 219 108.191  
2019_12_11_10_06_12_936 1576080372936 27297 27233 451 221.455  
2019_12_11_10_06_12_938 1576080372938 27299 27235 226 111.585  
2019_12_11_10_06_13_002 1576080373002 27363 27299 549 269.778  
2019_12_11_10_06_13_021 1576080373021 27382 27318 297 146.094  
2019_12_11_10_06_13_031 1576080373031 27392 27328 745 367.274  
2019_12_11_10_06_13_037 1576080373037 27398 27334 401 196.91  
2019_12_11_10_06_13_069 1576080373069 27430 27366 482 236.71  
2019_12_11_10_06_13_105 1576080373105 27466 27402 622 305.957  
2019_12_11_10_06_13_114 1576080373114 27475 27410 361 177.328  
2019_12_11_10_06_13_173 1576080373173 27534 27469 879 434.584  
2019_12_11_10_06_13_176 1576080373176 27537 27472 480 235.725  
2019_12_11_10_06_13_234 1576080373234 27595 27530 392 192.5  
2019_12_11_10_06_13_248 1576080373248 27609 27544 203 100.439  
2019_12_11_10_06_13_277 1576080373277 27638 27573 241 118.864  
2019_12_11_10_06_13_279 1576080373279 27640 27575 377 185.155  
2019_12_11_10_06_13_295 1576080373295 27656 27591 1056 524.307  
2019_12_11_10_06_13_299 1576080373299 27660 27595 197 97.5334  
2019_12_11_10_06_13_314 1576080373314 27675 27610 155 77.2262  
2019_12_11_10_06_13_359 1576080373359 27720 27655 224 110.616  
2019_12_11_10_06_13_366 1576080373366 27727 27662 127 63.717  
2019_12_11_10_06_13_367 1576080373367 27728 27663 1409 706.013  
2019_12_11_10_06_13_404 1576080373404 27765 27700 363 178.306  
2019_12_11_10_06_13_428 1576080373428 27789 27724 1367 684.2  
2019_12_11_10_06_13_455 1576080373455 27816 27751 590 290.078  
2019_12_11_10_06_13_464 1576080373464 27825 27760 227 112.07  
2019_12_11_10_06_13_475 1576080373475 27836 27771 245 120.805  
2019_12_11_10_06_13_505 1576080373505 27866 27800 1115 554.421  
2019_12_11_10_06_13_522 1576080373522 27883 27817 199 98.5017  
2019_12_11_10_06_13_523 1576080373523 27884 27818 327 160.72  
2019_12_11_10_06_13_549 1576080373549 27910 27844 714 351.778  
2019_12_11_10_06_13_552 1576080373552 27913 27847 131 65.6455  
2019_12_11_10_06_13_575 1576080373575 27936 27870 188 93.1774  
2019_12_11_10_06_13_584 1576080373584 27945 27879 283 139.278  
2019_12_11_10_06_13_600 1576080373600 27961 27895 216 106.737  
2019_12_11_10_06_13_624 1576080373624 27985 27919 1794 908.391  
2019_12_11_10_06_13_641 1576080373641 28002 27936 390 191.52  
2019_12_11_10_06_13_659 1576080373659 28020 27954 296 145.607  
2019_12_11_10_06_13_692 1576080373692 28053 27987 1048 520.232  
2019_12_11_10_06_13_724 1576080373724 28085 28019 368 180.751  
2019_12_11_10_06_13_759 1576080373759 28120 28054 2512 1297.52  
2019_12_11_10_06_13_766 1576080373766 28127 28061 1734 876.564  
2019_12_11_10_06_13_775 1576080373775 28136 28070 498 244.595  
2019_12_11_10_06_13_786 1576080373786 28147 28081 417 204.757  
2019_12_11_10_06_13_802 1576080373802 28163 28096 799 394.335  
2019_12_11_10_06_13_826 1576080373826 28187 28120 194 96.0811  
2019_12_11_10_06_13_828 1576080373828 28189 28122 1807 915.302  
2019_12_11_10_06_13_858 1576080373858 28219 28152 169 83.9894  
2019_12_11_10_06_13_882 1576080373882 28243 28176 505 248.047  
2019_12_11_10_06_13_884 1576080373884 28245 28178 296 145.607  
2019_12_11_10_06_13_900 1576080373900 28261 28194 299 147.068  
2019_12_11_10_06_13_902 1576080373902 28263 28196 241 118.864  
2019_12_11_10_06_13_904 1576080373904 28265 28198 393 192.99  
2019_12_11_10_06_13_944 1576080373944 28305 28238 359 176.35  
2019_12_11_10_06_13_959 1576080373959 28320 28253 307 150.966  
2019_12_11_10_06_13_961 1576080373961 28322 28255 275 135.385  
2019_12_11_10_06_13_964 1576080373964 28325 28258 573 281.655  
2019_12_11_10_06_14_031 1576080374031 28392 28325 269 132.467  
2019_12_11_10_06_14_057 1576080374057 28418 28351 115 57.9345  
2019_12_11_10_06_14_065 1576080374065 28426 28359 1245 621.136  
2019_12_11_10_06_14_086 1576080374086 28447 28380 496 243.609  
2019_12_11_10_06_14_090 1576080374090 28451 28383 1367 684.2  
2019_12_11_10_06_14_142 1576080374142 28503 28435 344 169.019  
2019_12_11_10_06_14_154 1576080374154 28515 28447 244 120.32  
2019_12_11_10_06_14_254 1576080374254 28615 28547 428 210.155  
2019_12_11_10_06_14_262 1576080374262 28623 28555 146 72.8814  
2019_12_11_10_06_14_294 1576080374294 28655 28587 229 113.041  
2019_12_11_10_06_14_297 1576080374297 28658 28590 314 154.378  
2019_12_11_10_06_14_317 1576080374317 28678 28610 265 130.522  
2019_12_11_10_06_14_332 1576080374332 28693 28625 228 112.555  
2019_12_11_10_06_14_356 1576080374356 28717 28649 1115 554.421  
2019_12_11_10_06_14_363 1576080374363 28724 28656 86 43.9776  
2019_12_11_10_06_14_371 1576080374371 28732 28664 481 236.218  
2019_12_11_10_06_14_372 1576080374372 28733 28665 188 93.1774  
2019_12_11_10_06_14_394 1576080374394 28755 28687 366 179.773  
2019_12_11_10_06_14_410 1576080374410 28771 28703 769 379.291  
2019_12_11_10_06_14_434 1576080374434 28795 28727 451 221.455  
2019_12_11_10_06_14_468 1576080374468 28829 28761 1902 965.95  
2019_12_11_10_06_14_540 1576080374540 28901 28832 522 256.436  
2019_12_11_10_06_14_881 1576080374881 29242 29173 486 238.681  
2019_12_11_10_06_14_882 1576080374882 29243 29174 366 179.773  
2019_12_11_10_06_14_883 1576080374883 29244 29175 240 118.378  
2019_12_11_10_06_14_883 1576080374883 29244 29175 144 71.9162  
2019_12_11_10_06_14_883 1576080374883 29244 29175 349 171.462  
2019_12_11_10_06_14_883 1576080374883 29244 29175 299 147.068  
2019_12_11_10_06_14_883 1576080374883 29244 29175 104 52.6376  
2019_12_11_10_06_14_883 1576080374883 29244 29175 488 239.666  
2019_12_11_10_06_14_883 1576080374883 29244 29175 628 308.938  
2019_12_11_10_06_14_883 1576080374883 29244 29175 2872 1498.37  
2019_12_11_10_06_14_883 1576080374883 29244 29175 1004 497.852  
2019_12_11_10_06_14_902 1576080374902 29263 29194 499 245.088  
2019_12_11_10_06_14_903 1576080374903 29264 29195 2083 1063.19  
2019_12_11_10_06_14_906 1576080374906 29267 29198 1844 934.996  
2019_12_11_10_06_15_002 1576080375002 29363 29294 73 37.7291  
2019_12_11_10_06_15_005 1576080375005 29366 29297 374 183.687  
2019_12_11_10_06_15_022 1576080375022 29383 29313 495 243.116  
2019_12_11_10_06_15_102 1576080375102 29463 29393 296 145.607  
2019_12_11_10_06_15_171 1576080375171 29532 29462 856 422.993  
2019_12_11_10_06_15_189 1576080375189 29550 29480 401 196.91  
2019_12_11_10_06_15_221 1576080375221 29582 29512 426 209.173  
2019_12_11_10_06_15_234 1576080375234 29595 29525 532 261.375  
2019_12_11_10_06_15_235 1576080375235 29596 29526 1077 535.014  
2019_12_11_10_06_15_256 1576080375256 29617 29547 240 118.378  
2019_12_11_10_06_15_298 1576080375298 29659 29589 398 195.44  
2019_12_11_10_06_15_319 1576080375319 29680 29610 202 99.9544  
2019_12_11_10_06_15_326 1576080375326 29687 29617 156 77.7091  
2019_12_11_10_06_15_336 1576080375336 29697 29627 354 173.906  
2019_12_11_10_06_15_365 1576080375365 29726 29656 357 175.372  
2019_12_11_10_06_15_366 1576080375366 29727 29657 738 363.773  
2019_12_11_10_06_15_405 1576080375405 29766 29696 353 173.417  
2019_12_11_10_06_15_421 1576080375421 29782 29712 368 180.751  
2019_12_11_10_06_15_452 1576080375452 29813 29743 181 89.7911  
2019_12_11_10_06_15_474 1576080375474 29835 29765 334 164.136  
2019_12_11_10_06_15_475 1576080375475 29836 29765 265 130.522  
2019_12_11_10_06_15_486 1576080375486 29847 29776 236 116.437  
2019_12_11_10_06_15_507 1576080375507 29868 29797 181 89.7911  
2019_12_11_10_06_15_511 1576080375511 29872 29801 153 76.2605  
2019_12_11_10_06_15_597 1576080375597 29958 29887 348 170.973  
2019_12_11_10_06_15_637 1576080375637 29998 29927 406 199.361  
2019_12_11_10_06_15_639 1576080375639 30000 29929 530 260.387  
2019_12_11_10_06_15_646 1576080375646 30007 29936 765 377.287  
2019_12_11_10_06_15_656 1576080375656 30017 29946 146 72.8814  
2019_12_11_10_06_15_682 1576080375682 30043 29972 328 161.208  
2019_12_11_10_06_15_725 1576080375725 30086 30015 433 212.611  
2019_12_11_10_06_15_745 1576080375745 30106 30035 133 66.6099  
2019_12_11_10_06_15_756 1576080375756 30117 30046 330 162.184  
